#Total No. of Collocate Types: 13
#Total No. of Collocate Tokens: 52
1	10	0	10	8.96826	communities
2	7	7	0	2.97568	and
3	6	6	0	2.57051	of
4	5	5	0	1.19426	the
5	4	0	4	9.76662	neighborhoods
6	4	0	4	6.40754	community
7	3	0	3	5.28269	officers
8	3	3	0	5.29019	more
9	2	1	1	2.03516	that
10	2	0	2	6.63198	members
11	2	2	0	1.36835	in
12	2	0	2	7.61776	groups
13	2	0	2	6.76662	among
